REGIÓN;NOMBRE;SUBTIPO;CONTENIDO
Ayacucho;Baile Costumbrista Llaqta Maqta;Música y Danzas;"""Danza tradicional que representa las costumbres y vivencias del pueblo, con movimientos alegres y coloridos."""
Ayacucho;Mirador El Calvario ;Miradores naturales;"""Punto de observación situado en el cerro, desde donde se puede apreciar la ciudad y sus alrededores."""
Apurímac;Carnaval De Sacclaya;Miradores;"""Festividad anual que celebra el carnaval con danzas, música y disfraces típicos de la región."""
Apurímac;Laguna De Lliullita ;Lagunas;"""Pequeña laguna de montaña rodeada por un paisaje único, ideal para actividades recreativas al aire libre."""
Ica;Bodega Pampas De Ica;Bodegas de pisco, vinos y/u otros licores;"""Bodega tradicional que produce y almacena productos como el pisco y el vino, reflejando la tradición vitivinícola."""
Arequipa;Laguna De Pumajallo - Andagua;Lagunas;"""Área natural que alberga una laguna en la que se pueden realizar actividades como paseos en bote y observación de flora y fauna."""
Loreto;Centro Poblado Barranca - Datem Del Marañon;Tradicionales;"""Centro poblado ubicado en la región amazónica, con una rica biodiversidad y comunidades indígenas cercanas."""
Ayacucho;Baños Termales - Cconiq Yaku;Ojos de agua;"""Baños termales conocidos por sus aguas calientes, que tienen propiedades terapéuticas para el cuerpo."""
Áncash;Laguna De Tuctubamba;Lagunas;"""Pequeña laguna ubicada en las montañas, rodeada de una belleza natural impresionante y tranquila."""
Ayacucho;Festival Del Kuchikanka Tambino;Platos Típicos;"""Fiesta tradicional en la que se celebran danzas y música típicas del pueblo de Tambino, en honor a sus costumbres."""
Ayacucho;Mito De Anexo De Huayllahuarmi;Mitos;"""Antiguo mito que habla sobre los eventos sobrenaturales ocurridos en la comunidad de Huayllahuarmi."""
Arequipa;Petroglifos De Quebrada Seca;Petroglifos (Grabados en piedra);"""Conjunto de petroglifos ubicados en una quebrada, con figuras de animales y símbolos de antiguas culturas."""
Loreto;Museo Barco Historico Ayapua 1906;Museos;"""Embarcación histórica utilizada en la región amazónica, ahora convertida en un museo flotante."""
Apurímac;Puente Colgante Paqpachaca ;Puentes;"""Puente colgante sobre un cañón, utilizado históricamente para conectar localidades y facilitar el comercio."""
Loreto;Museo Iquitos;Museos;"""Museo que alberga colecciones sobre la historia y cultura de Iquitos y la región amazónica."""
Loreto;Museo De Culturas Indigenas Amazónicas;Museos;"""Espacio dedicado a la preservación y exposición de las culturas indígenas amazónicas, con objetos y artefactos tradicionales."""
Loreto;Artesania Indígena Kukamanu Uka Del Río Amazonas - Punchana;Tejidos(lanas, fibras de animales, fibra vegetal. Etc);"""Artesanías elaboradas por la comunidad indígena Kukamanu Uka, que reflejan la cultura y la vida en el río Amazonas."""
Ica;Fiesta Del Señor De Luren;Fiestas religiosas-patronales;"""Fiesta religiosa que honra al Señor de Luren, celebrada con procesiones, música y danzas tradicionales."""
Apurímac; Bosque Nativo De Chinchay ;Bosques;"""Bosque nativo de gran valor ecológico, que alberga una vasta biodiversidad de flora y fauna amazónica."""
Loreto;Casa Cohen;Casa de Valor Arquitectónico;"""Edificio histórico que refleja la arquitectura tradicional de la región, con elementos de la época colonial."""
Apurímac;Laguna De Ccocha;Lagunas;"""Pequeña laguna situada en las montañas, famosa por su tranquilidad y hermosos paisajes naturales."""
Apurímac;Bosque De Ccollpa;Bosques;"""Bosque de gran biodiversidad, hogar de diversas especies de flora y fauna, ideal para el ecoturismo."""
Pasco;Templo De La Divina Misericordia - Pozuzo;Templo;"""Templo religioso ubicado en Pozuzo, conocido por su arquitectura y su relación con la fe cristiana en la región."""
Loreto;Casona Morey Del Aguila;Casa de Valor Arquitectónico;"""Edificio colonial que conserva su estructura original y es un importante referente histórico en la zona."""
Lambayeque;Festividad A San Pedro El Pescador - Morrope;Fiestas religiosas-patronales;"""Fiesta religiosa dedicada a San Pedro, con eventos de pescadores, danzas y procesiones en la localidad."""
Lambayeque;Checo;Instrumentos musicales;"""Delicioso dulce tradicional, popular en la región, elaborado con ingredientes locales y sabores autóctonos."""
Ica;Complejo Arqueológico Tumbas De La Muña ;Cementerios;"""Conjunto arqueológico que alberga tumbas prehispánicas, ofreciendo una visión de las antiguas costumbres funerarias."""
Ica;Fiesta De La Virgen Del Rosario De Yauca;Fiestas religiosas-patronales;"""Fiesta religiosa que honra a la Virgen del Rosario, celebrada con procesiones y actividades culturales en Yauca."""
Cusco;Sitio Arqueologico De Las Catorce Portadas De Choquecancha;Templos;"""Sitio arqueológico con restos de portadas talladas en piedra, que corresponden a una antigua civilización andina."""
Cusco;Laguna Hatuncocha Ò Qoyalay;Lagunas;"""Impresionante laguna ubicada en las alturas, rodeada de montañas y conocida por su belleza natural."""
Cusco;Templo Santa Bárbara;Templo;"""Templo dedicado a Santa Bárbara, conocido por su arquitectura y su relación con las festividades locales."""
Lima;Casa De Artesanos Don Bosco;Casa de Valor Arquitectónico;"""Centro donde los artesanos de la región exhiben y venden sus productos, reflejando las tradiciones locales."""
Cusco;Templo Matriz Virgen Del Carmen De Qquea;Iglesias;"""Templo histórico ubicado en Qquea, reconocido por su arquitectura colonial y su valor religioso."""
Cusco;Puente Colonial De Combapata;Puentes;"""Puente colonial construido con materiales locales, utilizado históricamente para conectar localidades."""
Cusco;Festividad De La Virgen Chanca;Fiestas religiosas-patronales;"""Fiesta religiosa dedicada a la Virgen Chanca, celebrada con procesiones, danzas y música típica de la región."""
Loreto;Plaza De Armas De Iquitos ;Plazas;"""Plaza principal de Iquitos, rodeada de edificaciones históricas y un importante punto de encuentro cultural."""
Loreto;Templo Masón - Logia Unión Amazónica ;Casa de Valor Arquitectónico;"""Edificio masónico que forma parte de la historia arquitectónica de Iquitos, símbolo de la fraternidad local."""
Lima;Paseo Sáenz Peña;Paseos peatonales;"""Avenida peatonal que atraviesa la ciudad, conocida por su ambiente tranquilo y sus jardines bien cuidados."""
Lima;Parque Antonio Raimondi De Barranco ;Plazas;"""Parque público en el distrito de Barranco, con amplias zonas verdes, ideal para el descanso y la recreación."""
Ica;Cara Del Inca.;Cerros;"""Formación rocosas que representan el perfil de un rostro, famoso por su asociación con leyendas locales."""
Lima;Casa Cilloniz - C.C. Juan Parra Del Riego;Casa de Valor Arquitectónico;"""Casa histórica que alberga un centro cultural en honor a la figura del autor y su legado en la literatura peruana."""
Áncash;Laguna Tururu;Lagunas;"""Pequeña laguna rodeada de vegetación, famosa por sus aguas cristalinas y su tranquilidad."""
Áncash;Laguna Pushan;Lagunas;"""Laguna ubicada en la región andina, conocida por su paisaje impresionante y su biodiversidad."""
Ayacucho;Comunidad De Huancapampa;Tradicionales;"""Comunidad andina dedicada a la preservación de sus tradiciones y la agricultura sostenible."""
Ayacucho;Laguna De Usmay Ccocha;Lagunas;"""Pequeña laguna ubicada en las alturas, ideal para la observación de aves y actividades al aire libre."""
Ayacucho;Puente Rumichaca;Puentes;"""Puente que cruza un río importante, reconocido por su historia y la belleza del entorno natural."""
Ayacucho;Bosque De Piedras Los Callejones De La Comunidad Unión Minas.;Cuentos;"""Formación geológica que crea un paisaje único, conocido por sus piedras gigantes que forman pasillos naturales."""
Áncash;Laguna Misacocha ;Lagunas;"""Impresionante laguna ubicada en las montañas, conocida por sus aguas frías y su entorno natural."""
Ayacucho;Puente Ayahuarcuna ;Puentes;"""Puente que conecta localidades en las montañas, famoso por su estructura rústica y su belleza escénica."""
Ayacucho;Sitio Arqueologico De Marayniyoq;Zonas arqueológicas;"""Sitio arqueológico que alberga restos de antiguos asentamientos, con estructuras de piedra bien preservadas."""
Ayacucho;Playa De Mayopampa;Ríos;"""Playa escondida en la región andina, perfecta para disfrutar del sol y la serenidad del entorno natural."""
Ayacucho;Sitio  Arqueologico De Ñaupallaqta;Zonas arqueológicas;"""Sitio arqueológico con ruinas de una antigua ciudad andina, conocido por sus estructuras bien conservadas."""
Arequipa;Festividad De San Andrés En Chuñuño;Fiestas religiosas-patronales;"""Fiesta religiosa que honra a San Andrés, celebrada con danzas, música y procesiones en Chuñuño."""
Ayacucho;Sitio Arqueologico De Alaw;Zonas arqueológicas;"""Sitio arqueológico que conserva vestigios de una antigua cultura preincaica, con estructuras y artefactos significativos."""
Arequipa;El Rostro De Cristo-Cosos;Cerros;"""Formación rocosas que representan el rostro de Cristo, ubicada en la región de los Andes."""
Áncash;Playa La Cocinita;Playas;"""Playa tranquila y aislada, ideal para disfrutar de la naturaleza y la paz del entorno."""
Puno;Petroglifos De Ti Laya De La Comunidad De San Carlos;Petroglifos (Grabados en piedra);"""Conjunto de petroglifos ubicados en una zona remota, con figuras geométricas y animales grabados en piedra."""
Amazonas;Fiesta Del Señor De Gualamita;Fiestas religiosas-patronales;"""Fiesta religiosa que honra al Señor de Gualamita, con procesiones y actividades culturales locales."""
Puno;Sitio Arqueologico Pukara - Huirintani;Zonas arqueológicas;"""Sitio arqueológico con restos de estructuras preincaicas, que brindan información sobre antiguas culturas andinas."""
Puno;Chullpas De Quellojani En Acora;Cementerios;"""Conjunto de tumbas antiguas ubicadas en una zona andina, con vestigios de las costumbres funerarias de la región."""
Áncash;Laguna Allicocha;Lagunas;"""Pequeña laguna ubicada en una zona de montaña, conocida por su paisaje sereno y su biodiversidad."""
Áncash;Laguna Cancaragá;Lagunas;"""Laguna que forma parte del sistema hídrico de la región andina, conocida por sus aguas turquesas y su entorno natural."""
Arequipa;Lomas De Challascapa ;Otros;"""Lugar natural conocido por sus lomas cubiertas de vegetación y su biodiversidad, ideal para el ecoturismo."""
Áncash;Laguna Bayococha;Lagunas;"""Pequeña laguna ubicada en la región andina, famosa por su belleza paisajística y sus aguas tranquilas."""
Áncash;Laguna Belaunde;Lagunas;"""Serena laguna andina rodeada de montañas, ideal para actividades recreativas y observación de fauna."""
Puno;Chullpa De Marca Esqueña;Cementerios;"""Tumbas preincaicas ubicadas en una estructura de chullpas, utilizadas para enterramientos ceremoniales."""
Puno;Chullpas De Chusamarca;Cementerios;"""Grupo de chullpas funerarias situadas en un paisaje montañoso, utilizadas por las culturas andinas."""
Puno;Chawlla Thimpu Y Chawlla Wallaque;Platos Típicos;"""Antiguos sitios de ceremonias religiosas y culturales, asociados con los rituales de los pueblos andinos."""
Ayacucho;Óvalo De La Madre Huantina;Otros;"""Área arqueológica de gran importancia, conocida por su arquitectura ceremonial y su relación con el mundo andino."""
Ayacucho;Mirador De Pultunchara;Miradores naturales;"""Punto elevado que ofrece vistas panorámicas de los valles circundantes y es conocido por su belleza natural."""
Amazonas;Fiesta Patronal De Santa María De Nieva;Fiestas religiosas-patronales;"""Fiesta religiosa y cultural en honor a Santa María, celebrada con danzas, música y actividades tradicionales."""
Arequipa;Festival De La Vendimia - Castilla;Festivales;"""Evento anual que celebra la cosecha de uvas, con actividades culturales, shows musicales y degustación de vinos."""
Ayacucho;Formación Rocosa De Torrechayocc - Comunidad Unión De Cristal;Formaciones rocosas(bosque de piedra);"""Formación geológica impresionante en la comunidad Unión de Cristal, con torres rocosas que se alzan majestuosamente."""
Puno;Diablada Puneña;Música y Danzas;"""Tradicional danza andina que representa la lucha entre el bien y el mal, interpretada durante el carnaval en Puno."""
Ayacucho;Catarata Potrero;Cataratas;"""Cascada ubicada en un entorno natural, conocida por su belleza y el sonido de sus aguas cayendo."""
Áncash;Semana Santa De Pampas;Fiestas religiosas-patronales;"""Celebración religiosa que tiene lugar en Pampas, con procesiones, cantos y actos litúrgicos de la Semana Santa."""
Ayacucho;Plaza Principal  De Luricocha ;Plazas;"""Plaza principal de Luricocha, que es el corazón del pueblo y un centro para eventos y celebraciones locales."""
Loreto;Fundo Neyser ;Centros de rescate o conservación;"""Finca agrícola que produce productos de la tierra, destacándose por sus cultivos de gran calidad."""
Loreto;Iglesia La Inmaculada Concepción De Punchana;Iglesias;"""Templo histórico ubicado en Punchana, conocido por su arquitectura y su influencia en la región."""
Puno;Danza Originario H´Ach´Akallas ;Música y Danzas;"""Danza tradicional que representa la cosmovisión de los pueblos originarios, con pasos y vestimentas típicas."""
